ERR599017.17_00212	ERR599017.17_00212
DRR092706.1_00592	ERR519458.6_00391
DRR092706.1_00592	ERR519462.64_00891
DRR092706.1_00592	ERR599056.13_00613
DRR092706.1_00592	ERR599103.13_00702
DRR092706.1_00592	ERR599170.2_00397
DRR092706.1_00592	DRR092706.1_00448
DRR092706.1_00592	ERR1726701.24_00243
DRR092706.1_00592	ERR1726829.2_00065
DRR092706.1_00592	ERR1726875.19_00472
DRR092706.1_00592	ERR4013358.13_01000
DRR092706.1_00592	ERR519454.28_00809
DRR092706.1_00592	ERR519458.6_00193
DRR092706.1_00592	ERR519462.64_00021
DRR092706.1_00592	ERR594335.69_00620
DRR092706.1_00592	ERR599017.17_00496
DRR092706.1_00592	ERR599046.13_00302
DRR092706.1_00592	ERR599056.13_00548
DRR092706.1_00592	ERR599103.13_00511
DRR092706.1_00592	ERR599170.2_00092
DRR092706.1_00592	ERR599174.6_00164
DRR092706.1_00592	ERR599236.12_00861
DRR092706.1_00592	ERR599240.6_00395
DRR092706.1_00593	DRR092706.1_00593
DRR092706.1_00593	ERR1726701.24_00201
DRR092706.1_00593	ERR1726875.19_00214
DRR092706.1_00593	ERR519454.28_00364
DRR092706.1_00593	ERR519458.6_00390
DRR092706.1_00593	ERR519462.64_00890
DRR092706.1_00593	ERR599046.13_00098
DRR092706.1_00593	ERR599056.13_00612
DRR092706.1_00593	ERR599103.13_00703
DRR092706.1_00593	ERR599170.2_00396
DRR092706.1_00593	ERR599236.12_00698
DRR092706.1_00594	DRR092706.1_00594
DRR092706.1_00594	ERR1726701.24_00026
DRR092706.1_00594	ERR1726829.2_00588
DRR092706.1_00594	ERR1726833.2_00100
DRR092706.1_00594	ERR1726875.19_00548
DRR092706.1_00594	ERR2098377.12_00433
DRR092706.1_00594	ERR4013358.13_00587
DRR092706.1_00594	ERR519454.28_01183
DRR092706.1_00594	ERR519458.6_01054
DRR092706.1_00594	ERR519462.64_00084
DRR092706.1_00594	ERR594335.69_00474
DRR092706.1_00594	ERR599017.17_00582
DRR092706.1_00594	ERR599046.13_00676
DRR092706.1_00594	ERR599056.13_00747
DRR092706.1_00594	ERR599103.13_00319
DRR092706.1_00594	ERR599174.6_00455
DRR092706.1_00594	ERR599236.12_00415
DRR092706.1_00594	ERR599240.6_00271
DRR092706.1_00595	DRR092706.1_00595
DRR092706.1_00595	ERR1726701.24_00025
DRR092706.1_00595	ERR1726829.2_00587
DRR092706.1_00595	ERR1726833.2_00099
DRR092706.1_00595	ERR1726875.19_00549
DRR092706.1_00595	ERR4013358.13_00586
DRR092706.1_00595	ERR519454.28_01184
DRR092706.1_00595	ERR519458.6_01055
DRR092706.1_00595	ERR519462.64_00083
DRR092706.1_00595	ERR594335.69_00475
DRR092706.1_00595	ERR599017.17_00583
DRR092706.1_00595	ERR599046.13_00675
DRR092706.1_00595	ERR599056.13_00746
DRR092706.1_00595	ERR599103.13_00318
DRR092706.1_00595	ERR599174.6_00456
DRR092706.1_00595	ERR599236.12_00416
DRR092706.1_00595	ERR599240.6_00270
DRR092706.1_00597	DRR092706.1_00597
DRR092706.1_00597	ERR1726701.24_00023
DRR092706.1_00597	ERR1726829.2_00585
DRR092706.1_00597	ERR1726833.2_00097
DRR092706.1_00597	ERR1726875.19_00551
DRR092706.1_00597	ERR4013358.13_00584
DRR092706.1_00597	ERR519454.28_01186
DRR092706.1_00597	ERR519458.6_01057
DRR092706.1_00597	ERR519462.64_00081
DRR092706.1_00597	ERR594335.69_00477
DRR092706.1_00597	ERR599017.17_00585
DRR092706.1_00597	ERR599046.13_00673
DRR092706.1_00597	ERR599056.13_00744
DRR092706.1_00597	ERR599103.13_00316
DRR092706.1_00597	ERR599174.6_00458
DRR092706.1_00597	ERR599236.12_00418
DRR092706.1_00597	ERR599240.6_00268
DRR092706.1_00599	DRR092706.1_00599
DRR092706.1_00599	ERR1726701.24_00453
DRR092706.1_00599	ERR1726829.2_00638
DRR092706.1_00599	ERR1726833.2_00115
DRR092706.1_00599	ERR1726875.19_00351
DRR092706.1_00599	ERR4013358.13_00251
DRR092706.1_00599	ERR519454.28_00805
DRR092706.1_00599	ERR519462.64_00549
DRR092706.1_00599	ERR599017.17_00258
DRR092706.1_00599	ERR599046.13_00052
DRR092706.1_00599	ERR599056.13_00520
DRR092706.1_00599	ERR599103.13_00614
DRR092706.1_00599	ERR599170.2_00412
DRR092706.1_00599	ERR599174.6_00797
DRR092706.1_00599	ERR599236.12_00662
DRR092706.1_00599	ERR599240.6_00421
DRR092706.1_00600	DRR092706.1_00600
DRR092706.1_00600	ERR1726701.24_00454
DRR092706.1_00600	ERR1726829.2_00637
DRR092706.1_00600	ERR1726833.2_00114
DRR092706.1_00600	ERR1726875.19_00350
DRR092706.1_00600	ERR4013358.13_00252
DRR092706.1_00600	ERR519454.28_00804
DRR092706.1_00600	ERR519462.64_00550
DRR092706.1_00600	ERR599017.17_00257
DRR092706.1_00600	ERR599046.13_00053
DRR092706.1_00600	ERR599056.13_00521
DRR092706.1_00600	ERR599103.13_00615
DRR092706.1_00600	ERR599170.2_00413
DRR092706.1_00600	ERR599174.6_00798
DRR092706.1_00600	ERR599236.12_00663
DRR092706.1_00600	ERR599240.6_00420
DRR092706.1_00601	DRR092706.1_00601
DRR092706.1_00601	ERR1726701.24_00455
DRR092706.1_00601	ERR1726829.2_00636
DRR092706.1_00601	ERR1726833.2_00113
DRR092706.1_00601	ERR4013358.13_00253
DRR092706.1_00601	ERR519454.28_00803
DRR092706.1_00601	ERR519458.6_01125
DRR092706.1_00601	ERR519462.64_00551
DRR092706.1_00601	ERR599017.17_00256
DRR092706.1_00601	ERR599046.13_00054
DRR092706.1_00601	ERR599056.13_00522
DRR092706.1_00601	ERR599170.2_00414
DRR092706.1_00601	ERR599174.6_00799
DRR092706.1_00601	ERR599240.6_00419
DRR092706.1_00602	DRR092706.1_00602
DRR092706.1_00602	ERR1726701.24_00456
DRR092706.1_00602	ERR1726833.2_00112
DRR092706.1_00602	ERR2098377.12_00257
DRR092706.1_00602	ERR4013358.13_00254
DRR092706.1_00602	ERR519454.28_00899
DRR092706.1_00602	ERR519458.6_01124
DRR092706.1_00602	ERR594335.69_00094
DRR092706.1_00602	ERR599017.17_00255
DRR092706.1_00602	ERR599046.13_00055
DRR092706.1_00602	ERR599170.2_00415
DRR092706.1_00602	ERR599174.6_00800
DRR092706.1_00602	ERR599240.6_00418
DRR092706.1_00604	DRR092706.1_00604
DRR092706.1_00604	ERR1726829.2_00656
DRR092706.1_00604	ERR1726833.2_00215
DRR092706.1_00604	ERR1726875.19_00477
DRR092706.1_00604	ERR2098377.12_00255
DRR092706.1_00604	ERR4013358.13_00256
DRR092706.1_00604	ERR519454.28_00901
DRR092706.1_00604	ERR519458.6_01122
DRR092706.1_00604	ERR519462.64_00409
DRR092706.1_00604	ERR594335.69_00096
DRR092706.1_00604	ERR598996.53_00172
DRR092706.1_00604	ERR599017.17_00811
DRR092706.1_00604	ERR599046.13_00538
DRR092706.1_00604	ERR599056.13_00199
DRR092706.1_00604	ERR599103.13_00245
DRR092706.1_00604	ERR599174.6_00016
DRR092706.1_00604	ERR599236.12_00500
DRR092706.1_00604	ERR599240.6_00416
DRR092706.1_00607	DRR092706.1_00607
DRR092706.1_00607	ERR519458.6_00917
DRR092706.1_00607	ERR519462.64_00587
DRR092706.1_00607	ERR599046.13_00650
DRR092706.1_00607	ERR599103.13_00784
DRR092706.1_00607	ERR599170.2_00531
DRR092706.1_00607	ERR599174.6_00222
DRR092706.1_00607	ERR599236.12_00122
DRR092706.1_00608	DRR092706.1_00608
DRR092706.1_00611	DRR092706.1_00611
DRR092706.1_00612	DRR092706.1_00612
DRR092706.1_00612	ERR1726701.24_00571
DRR092706.1_00612	ERR1726829.2_00002
DRR092706.1_00612	ERR1726833.2_00467
DRR092706.1_00612	ERR519458.6_00419
DRR092706.1_00612	ERR519462.64_00971
DRR092706.1_00612	ERR598996.53_00188
DRR092706.1_00612	ERR599046.13_00394
DRR092706.1_00612	ERR599056.13_00146
DRR092706.1_00612	ERR599103.13_00791
DRR092706.1_00612	ERR599174.6_00419
DRR092706.1_00612	ERR599236.12_00006
DRR092706.1_00613	DRR092706.1_00613
DRR092706.1_00613	ERR1726829.2_00001
DRR092706.1_00613	ERR598996.53_00189
DRR092706.1_00613	ERR599046.13_00393
DRR092706.1_00613	ERR599056.13_00147
DRR092706.1_00613	ERR599103.13_00792
DRR092706.1_00613	ERR599174.6_00420
DRR092706.1_00613	ERR599236.12_00005
DRR092706.1_00616	DRR092706.1_00616
DRR092706.1_00616	ERR1726829.2_00090
DRR092706.1_00616	ERR1726833.2_00321
DRR092706.1_00616	ERR1726875.19_00589
DRR092706.1_00616	ERR2098377.12_00561
DRR092706.1_00616	ERR4013358.13_00827
DRR092706.1_00616	ERR4013358.13_00890
DRR092706.1_00616	ERR519454.28_01001
DRR092706.1_00616	ERR519458.6_01134
DRR092706.1_00616	ERR519462.64_01163
DRR092706.1_00616	ERR594335.69_00628
DRR092706.1_00616	ERR598996.53_00554
DRR092706.1_00616	ERR599017.17_00460
DRR092706.1_00616	ERR599046.13_00636
DRR092706.1_00616	ERR599056.13_00286
DRR092706.1_00616	ERR599103.13_00191
DRR092706.1_00616	ERR599170.2_00080
DRR092706.1_00616	ERR599174.6_00158
DRR092706.1_00616	ERR599236.12_00883
DRR092706.1_00616	ERR599240.6_00114
ERR599017.17_00323	ERR599017.17_00323
ERR599017.17_00327	ERR599017.17_00327
ERR599017.17_00330	ERR599017.17_00330
ERR599017.17_00357	ERR599017.17_00357
ERR599017.17_00357	DRR092706.1_00289
ERR599017.17_00357	ERR599056.13_00505
ERR599017.17_00357	ERR599170.2_00178
ERR599017.17_00357	ERR599236.12_00021
ERR599017.17_00364	ERR599017.17_00364
ERR599017.17_00402	ERR599017.17_00402
ERR599056.13_00114	ERR599056.13_00114
ERR599056.13_00120	ERR599056.13_00120
ERR599056.13_00120	ERR599103.13_00339
ERR599056.13_00121	ERR599056.13_00121
ERR599056.13_00121	ERR594335.69_00533
ERR599056.13_00123	ERR599056.13_00123
ERR599056.13_00126	ERR599056.13_00126
ERR599056.13_00128	ERR599056.13_00128
ERR599056.13_00128	ERR599174.6_00543
ERR599056.13_00128	ERR599236.12_00351
ERR1726701.24_00370	ERR1726701.24_00370
ERR1726701.24_00371	ERR1726701.24_00371
ERR1726701.24_00371	ERR4013358.13_00360
ERR1726701.24_00371	ERR519454.28_01145
ERR1726701.24_00371	ERR519458.6_00964
ERR1726701.24_00371	ERR519462.64_00576
ERR1726701.24_00371	ERR598996.53_00144
ERR1726701.24_00371	ERR599017.17_00069
ERR1726701.24_00371	ERR599046.13_00554
ERR1726701.24_00371	ERR599056.13_00771
ERR1726701.24_00371	ERR599103.13_00863
ERR1726701.24_00371	ERR599174.6_00772
ERR1726701.24_00371	ERR599240.6_00478
ERR1726701.24_00373	ERR1726701.24_00373
ERR1726701.24_00373	ERR1726829.2_00054
ERR1726701.24_00373	ERR1726833.2_00328
ERR1726701.24_00373	ERR1726875.19_00199
ERR1726701.24_00373	ERR519454.28_00202
ERR1726701.24_00373	ERR519458.6_00482
ERR1726701.24_00373	ERR519462.64_00908
ERR1726701.24_00373	ERR598996.53_00311
ERR1726701.24_00373	ERR599017.17_00522
ERR1726701.24_00373	ERR599046.13_00862
ERR1726701.24_00373	ERR599056.13_00729
ERR1726701.24_00373	ERR599103.13_00111
ERR1726701.24_00373	ERR599170.2_00252
ERR1726701.24_00373	ERR599240.6_00313
ERR1726701.24_00373	DRR092706.1_00223
ERR1726701.24_00373	ERR1726829.2_00371
ERR1726701.24_00373	ERR1726833.2_00329
ERR1726701.24_00373	ERR1726875.19_00200
ERR1726701.24_00373	ERR519454.28_00203
ERR1726701.24_00373	ERR519458.6_00481
ERR1726701.24_00373	ERR519462.64_00909
ERR1726701.24_00373	ERR594335.69_00523
ERR1726701.24_00373	ERR598996.53_00310
ERR1726701.24_00373	ERR599017.17_00521
ERR1726701.24_00373	ERR599046.13_00861
ERR1726701.24_00373	ERR599056.13_00730
ERR1726701.24_00373	ERR599170.2_00253
ERR1726701.24_00373	ERR599240.6_00312
ERR1726701.24_00374	ERR1726701.24_00374
ERR1726701.24_00374	ERR1726829.2_00053
ERR1726701.24_00374	ERR1726833.2_00327
ERR1726701.24_00374	ERR1726875.19_00198
ERR1726701.24_00374	ERR519454.28_00201
ERR1726701.24_00374	ERR519458.6_00483
ERR1726701.24_00374	ERR519462.64_00907
ERR1726701.24_00374	ERR598996.53_00312
ERR1726701.24_00374	ERR599017.17_00523
ERR1726701.24_00374	ERR599046.13_00863
ERR1726701.24_00374	ERR599056.13_00728
ERR1726701.24_00374	ERR599103.13_00112
ERR1726701.24_00374	ERR599170.2_00251
ERR1726701.24_00374	ERR599174.6_00671
ERR1726701.24_00374	ERR599240.6_00314
ERR1726701.24_00377	ERR1726701.24_00377
ERR1726701.24_00377	ERR1726833.2_00235
ERR1726701.24_00377	ERR4013358.13_00764
ERR1726701.24_00377	ERR519454.28_00077
ERR1726701.24_00377	ERR519458.6_00531
ERR1726701.24_00377	ERR519462.64_00195
ERR1726701.24_00377	ERR598996.53_00453
ERR1726701.24_00377	ERR599103.13_00602
ERR1726701.24_00377	ERR599170.2_00339
ERR1726701.24_00379	ERR1726701.24_00379
ERR1726701.24_00379	ERR1726833.2_00357
ERR1726701.24_00379	ERR519462.64_00197
ERR1726701.24_00379	ERR599017.17_00111
ERR1726701.24_00379	ERR599103.13_00604
ERR1726701.24_00379	ERR599236.12_00827
ERR1726701.24_00381	ERR1726701.24_00381
ERR1726701.24_00381	ERR1726829.2_00592
ERR1726701.24_00381	ERR1726833.2_00359
ERR1726701.24_00381	ERR519454.28_00080
ERR1726701.24_00381	ERR519458.6_00534
ERR1726701.24_00381	ERR519462.64_00199
ERR1726701.24_00381	ERR599017.17_00108
ERR1726701.24_00381	ERR599046.13_00581
ERR1726701.24_00381	ERR599103.13_00607
ERR1726701.24_00381	ERR599236.12_00829
ERR1726701.24_00382	ERR1726701.24_00382
ERR1726701.24_00382	ERR1726829.2_00591
ERR1726701.24_00382	ERR1726833.2_00360
ERR1726701.24_00382	ERR519454.28_00081
ERR1726701.24_00382	ERR519458.6_00535
ERR1726701.24_00382	ERR519462.64_00200
ERR1726701.24_00382	ERR599017.17_00107
ERR1726701.24_00382	ERR599046.13_00580
ERR1726701.24_00382	ERR599103.13_00608
ERR1726701.24_00382	ERR599236.12_00830
ERR1726701.24_00383	ERR1726701.24_00383
ERR1726701.24_00383	ERR1726829.2_00590
ERR1726701.24_00383	ERR1726833.2_00362
ERR1726701.24_00383	ERR519454.28_00083
ERR1726701.24_00383	ERR519458.6_00537
ERR1726701.24_00383	ERR519462.64_00202
ERR1726701.24_00383	ERR599017.17_00105
ERR1726701.24_00383	ERR599046.13_00579
ERR1726701.24_00383	ERR599236.12_00831
ERR1726701.24_00384	ERR1726701.24_00384
ERR1726701.24_00384	ERR1726829.2_00202
ERR1726701.24_00384	ERR1726833.2_00538
ERR1726701.24_00384	ERR4013358.13_00907
ERR1726701.24_00384	ERR599017.17_00653
ERR1726701.24_00384	ERR599056.13_00514
ERR1726701.24_00387	ERR1726701.24_00387
ERR1726701.24_00387	DRR092706.1_00241
ERR1726701.24_00387	ERR1726833.2_00170
ERR1726701.24_00387	ERR2098377.12_00163
ERR1726701.24_00387	ERR519454.28_00099
ERR1726701.24_00387	ERR519458.6_00742
ERR1726701.24_00387	ERR519462.64_00597
ERR1726701.24_00387	ERR599017.17_00161
ERR1726701.24_00387	ERR599046.13_00287
ERR1726701.24_00387	ERR599236.12_00319
ERR1726701.24_00388	ERR1726701.24_00388
ERR1726701.24_00388	ERR1726829.2_00686
ERR1726701.24_00388	ERR1726875.19_00614
ERR1726701.24_00388	ERR2098377.12_00162
ERR1726701.24_00388	ERR519454.28_00098
ERR1726701.24_00388	ERR519458.6_00741
ERR1726701.24_00388	ERR519462.64_00596
ERR1726701.24_00388	ERR599017.17_00160
ERR1726701.24_00388	ERR599046.13_00286
ERR1726701.24_00388	ERR599056.13_00035
ERR1726701.24_00388	ERR599236.12_00320
ERR1726701.24_00389	ERR1726701.24_00389
ERR1726701.24_00389	ERR1726829.2_00687
ERR1726701.24_00389	ERR1726875.19_00615
ERR1726701.24_00389	ERR519454.28_00820
ERR1726701.24_00389	ERR519458.6_00740
ERR1726701.24_00389	ERR519462.64_00595
ERR1726701.24_00389	ERR599046.13_00285
ERR1726701.24_00389	ERR599056.13_00034
ERR1726701.24_00391	ERR1726701.24_00391
ERR1726701.24_00391	ERR519454.28_00822
ERR1726701.24_00391	ERR519458.6_00738
ERR1726701.24_00391	ERR519462.64_00593
ERR1726701.24_00391	ERR599056.13_00127
ERR1726701.24_00391	ERR599170.2_00184
ERR1726701.24_00391	ERR599174.6_00542
ERR1726701.24_00391	ERR599236.12_00350
ERR1726701.24_00393	ERR1726701.24_00393
ERR1726701.24_00393	ERR1726829.2_00471
ERR1726701.24_00393	ERR1726875.19_00562
ERR1726701.24_00393	ERR519458.6_01149
ERR1726701.24_00393	ERR519462.64_01178
ERR1726701.24_00393	ERR598996.53_00015
ERR1726701.24_00393	ERR599046.13_00180
ERR1726701.24_00393	ERR599103.13_00227
ERR1726701.24_00393	ERR599170.2_00161
ERR1726701.24_00393	ERR599236.12_00388
ERR1726701.24_00393	ERR599240.6_00432
ERR1726701.24_00396	ERR1726701.24_00396
ERR1726701.24_00396	ERR1726833.2_00486
ERR1726701.24_00396	ERR1726875.19_00558
ERR1726701.24_00396	ERR519454.28_01178
ERR1726701.24_00396	ERR519458.6_01146
ERR1726701.24_00396	ERR519462.64_01175
ERR1726701.24_00396	ERR599046.13_00183
ERR1726701.24_00396	ERR599170.2_00068
ERR1726701.24_00396	ERR599236.12_00391
ERR1726701.24_00397	ERR1726701.24_00397
ERR1726701.24_00397	ERR1726833.2_00487
ERR1726701.24_00397	ERR1726875.19_00557
ERR1726701.24_00397	ERR519454.28_01177
ERR1726701.24_00397	ERR519458.6_01145
ERR1726701.24_00397	ERR519462.64_01174
ERR1726701.24_00397	ERR599170.2_00069
ERR1726701.24_00397	ERR599236.12_00392
ERR1726701.24_00398	ERR1726701.24_00398
ERR1726701.24_00398	ERR1726833.2_00488
ERR1726701.24_00398	ERR519454.28_01176
ERR1726701.24_00398	ERR519458.6_01144
ERR1726701.24_00398	ERR519462.64_01173
ERR1726701.24_00398	ERR599046.13_00646
ERR1726701.24_00398	ERR599170.2_00070
ERR1726701.24_00398	ERR599236.12_00393
ERR1726701.24_00400	ERR1726701.24_00400
ERR1726701.24_00400	ERR1726829.2_00576
ERR1726701.24_00400	ERR1726875.19_00300
ERR1726701.24_00400	ERR2098377.12_00002
ERR1726701.24_00400	ERR4013358.13_01072
ERR1726701.24_00400	ERR519454.28_01109
ERR1726701.24_00400	ERR519458.6_00634
ERR1726701.24_00400	ERR519462.64_00724
ERR1726701.24_00400	ERR594335.69_00318
ERR1726701.24_00400	ERR599017.17_00543
ERR1726701.24_00400	ERR599046.13_00156
ERR1726701.24_00400	ERR599056.13_00702
ERR1726701.24_00400	ERR599103.13_00674
ERR1726701.24_00400	ERR599236.12_00710
ERR1726701.24_00401	ERR1726701.24_00401
ERR1726701.24_00402	ERR1726701.24_00402
ERR1726701.24_00402	DRR092706.1_00300
ERR1726701.24_00402	ERR1726833.2_00379
ERR1726701.24_00402	ERR519458.6_00581
ERR1726701.24_00402	ERR519462.64_00137
ERR1726701.24_00402	ERR594335.69_00540
ERR1726701.24_00402	ERR599056.13_00229
ERR1726701.24_00402	ERR599103.13_00768
ERR1726701.24_00402	ERR599174.6_00598
ERR1726701.24_00404	ERR1726701.24_00404
ERR1726701.24_00404	ERR4013358.13_01003
ERR1726701.24_00404	ERR519454.28_00405
ERR1726701.24_00404	ERR519458.6_01163
ERR1726701.24_00404	ERR599017.17_00358
ERR1726701.24_00404	ERR599046.13_00103
ERR1726701.24_00404	ERR599056.13_00504
ERR1726701.24_00404	ERR599170.2_00179
ERR1726701.24_00404	ERR599236.12_00022
ERR1726701.24_00406	ERR1726701.24_00406
ERR1726701.24_00406	ERR519454.28_00402
ERR1726701.24_00406	ERR519458.6_00907
ERR1726701.24_00406	ERR594335.69_00492
ERR1726701.24_00406	ERR599046.13_00005
ERR1726701.24_00407	ERR1726701.24_00407
ERR1726701.24_00407	ERR519454.28_00401
ERR1726701.24_00407	ERR519458.6_00908
ERR1726701.24_00407	ERR594335.69_00491
ERR1726701.24_00407	ERR599046.13_00004
ERR1726701.24_00411	ERR1726701.24_00411
ERR1726701.24_00411	ERR1726829.2_00154
ERR1726701.24_00411	ERR1726833.2_00456
ERR1726701.24_00411	ERR2098377.12_00218
ERR1726701.24_00411	ERR4013358.13_00729
ERR1726701.24_00411	ERR519454.28_00230
ERR1726701.24_00411	ERR519458.6_00454
ERR1726701.24_00411	ERR519462.64_00936
ERR1726701.24_00411	ERR599017.17_00098
ERR1726701.24_00411	ERR599046.13_00390
ERR1726701.24_00411	ERR599056.13_00011
ERR1726701.24_00411	ERR599103.13_00814
ERR1726701.24_00411	ERR599170.2_00148
ERR1726701.24_00411	ERR599174.6_00143
ERR1726701.24_00411	ERR599236.12_00462
ERR1726701.24_00412	ERR1726701.24_00412
ERR1726701.24_00412	ERR1726829.2_00153
ERR1726701.24_00412	ERR1726833.2_00457
ERR1726701.24_00412	ERR2098377.12_00219
ERR1726701.24_00412	ERR2098377.12_00393
ERR1726701.24_00412	ERR4013358.13_00728
ERR1726701.24_00412	ERR519454.28_00231
ERR1726701.24_00412	ERR519458.6_00453
ERR1726701.24_00412	ERR519462.64_00937
ERR1726701.24_00412	ERR599017.17_00099
ERR1726701.24_00412	ERR599046.13_00391
ERR1726701.24_00412	ERR599056.13_00010
ERR1726701.24_00412	ERR599103.13_00813
ERR1726701.24_00412	ERR599170.2_00147
ERR1726701.24_00412	ERR599174.6_00144
ERR1726701.24_00412	ERR599236.12_00461
ERR1726701.24_00413	ERR1726701.24_00413
ERR1726701.24_00413	ERR1726833.2_00458
ERR1726701.24_00413	ERR2098377.12_00220
ERR1726701.24_00413	ERR2098377.12_00394
ERR1726701.24_00413	ERR4013358.13_00727
ERR1726701.24_00413	ERR519454.28_00232
ERR1726701.24_00413	ERR519458.6_00452
ERR1726701.24_00413	ERR519462.64_00938
ERR1726701.24_00413	ERR599017.17_00100
ERR1726701.24_00413	ERR599174.6_00145
ERR1726701.24_00413	ERR599236.12_00460
ERR1726701.24_00414	ERR1726701.24_00414
ERR1726701.24_00414	ERR1726833.2_00459
ERR1726701.24_00414	ERR2098377.12_00221
ERR1726701.24_00414	ERR2098377.12_00395
ERR1726701.24_00414	ERR4013358.13_00726
ERR1726701.24_00414	ERR519454.28_00233
ERR1726701.24_00414	ERR519458.6_00451
ERR1726701.24_00414	ERR519462.64_00939
ERR1726701.24_00414	ERR599017.17_00101
ERR1726701.24_00414	ERR599046.13_00840
ERR1726701.24_00414	ERR599056.13_00809
ERR1726701.24_00414	ERR599170.2_00694
ERR1726701.24_00414	ERR599236.12_00459
ERR1726701.24_00415	ERR1726701.24_00415
ERR1726701.24_00415	ERR1726833.2_00509
ERR1726701.24_00415	ERR2098377.12_00377
ERR1726701.24_00415	ERR519454.28_00265
ERR1726701.24_00415	ERR519458.6_00733
ERR1726701.24_00415	ERR594335.69_00106
ERR1726701.24_00415	ERR599174.6_00629
ERR1726701.24_00415	ERR599236.12_00569
ERR1726701.24_00415	ERR599240.6_00262
ERR1726701.24_00416	ERR1726701.24_00416
ERR1726701.24_00416	ERR1726829.2_00678
ERR1726701.24_00416	ERR1726833.2_00508
ERR1726701.24_00416	ERR1726875.19_00324
ERR1726701.24_00416	ERR2098377.12_00378
ERR1726701.24_00416	ERR4013358.13_00062
ERR1726701.24_00416	ERR519454.28_00264
ERR1726701.24_00416	ERR519458.6_00732
ERR1726701.24_00416	ERR519462.64_00164
ERR1726701.24_00416	ERR594335.69_00107
ERR1726701.24_00416	ERR599046.13_00776
ERR1726701.24_00416	ERR599174.6_00628
ERR1726701.24_00416	ERR599236.12_00570
ERR1726701.24_00416	ERR599240.6_00261
ERR1726701.24_00417	ERR1726701.24_00417
ERR1726701.24_00422	ERR1726701.24_00422
ERR1726701.24_00422	ERR1726829.2_00410
ERR1726701.24_00422	ERR1726833.2_00079
ERR1726701.24_00422	ERR1726875.19_00374
ERR1726701.24_00422	ERR4013358.13_00387
ERR1726701.24_00422	ERR4013358.13_00491
ERR1726701.24_00422	ERR519454.28_00415
ERR1726701.24_00422	ERR519458.6_01098
ERR1726701.24_00422	ERR519462.64_00050
ERR1726701.24_00422	ERR599046.13_00237
ERR1726701.24_00422	ERR599056.13_00603
ERR1726701.24_00422	ERR599103.13_00330
ERR1726701.24_00422	ERR599170.2_00459
ERR1726701.24_00422	ERR599236.12_00314
ERR1726701.24_00424	ERR1726701.24_00424
ERR1726701.24_00424	ERR1726829.2_00408
ERR1726701.24_00424	ERR1726875.19_00376
ERR1726701.24_00424	ERR2098377.12_00124
ERR1726701.24_00424	ERR4013358.13_00385
ERR1726701.24_00424	ERR4013358.13_00489
ERR1726701.24_00424	ERR519454.28_00413
ERR1726701.24_00424	ERR519458.6_01100
ERR1726701.24_00424	ERR519462.64_00052
ERR1726701.24_00424	ERR599046.13_00239
ERR1726701.24_00424	ERR599056.13_00601
ERR1726701.24_00424	ERR599103.13_00332
ERR1726701.24_00424	ERR599170.2_00457
ERR1726701.24_00424	ERR599236.12_00316
ERR1726701.24_00425	ERR1726701.24_00425
ERR1726701.24_00425	ERR1726829.2_00407
ERR1726701.24_00425	ERR1726833.2_00425
ERR1726701.24_00425	ERR1726875.19_00377
ERR1726701.24_00425	ERR2098377.12_00125
ERR1726701.24_00425	ERR4013358.13_00384
ERR1726701.24_00425	ERR4013358.13_00488
ERR1726701.24_00425	ERR519454.28_00412
ERR1726701.24_00425	ERR519462.64_00053
ERR1726701.24_00425	ERR599046.13_00240
