mOTU,taxo,motupan_w_ppan,motupan_w_roary,ppanggolin_persist,ppanggolin_shell,roary_core,roary_shell,nb_genomes,mean_completeness_ppan,mean_completeness_roary,mean_est_ppan_cogs,mean_est_roary_cogs,mean_scaff_count,type,genoms_ids
s__Clostridioides difficile,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile,3143,2990,3171,510,2469,1817,50,98.7543277123767,97.6174314381271,3742.1160973375686,3778.3802414902516,134.6604189636163,gtdb,RS_GCF_002301165.1;RS_GCF_000452305.2;RS_GCF_900010995.1;RS_GCF_900164665.1;RS_GCF_900166495.1;RS_GCF_900010895.1;RS_GCF_000449825.2;RS_GCF_900008745.1;RS_GCF_002303125.1;RS_GCF_000450165.2;RS_GCF_002301465.1;RS_GCF_000449525.2;RS_GCF_900165045.1;RS_GCF_000531385.1;RS_GCF_000155025.1;RS_GCF_000449845.1;RS_GCF_900007625.1;RS_GCF_900165995.1;RS_GCF_900007565.1;RS_GCF_900095905.1;RS_GCF_002303675.1;RS_GCF_000821025.1;RS_GCF_900243195.1;RS_GCF_002352505.1;RS_GCF_002302755.1;RS_GCF_900165835.1;RS_GCF_900002555.1;RS_GCF_000826625.1;RS_GCF_900166005.1;RS_GCF_000531255.1;RS_GCF_900014945.1;RS_GCF_000451905.2;RS_GCF_002301835.1;RS_GCF_000450285.2;RS_GCF_000449345.2;RS_GCF_900167615.1;RS_GCF_900013335.1;RS_GCF_900164345.1;RS_GCF_900011945.1;RS_GCF_900165335.1;RS_GCF_900164065.1;RS_GCF_900096235.1;RS_GCF_900243265.1;RS_GCF_000450485.2;RS_GCF_000451765.1;RS_GCF_900015675.1;RS_GCF_000531295.1;RS_GCF_001484885.1;RS_GCF_000450305.2;RS_GCF_900164025.1
s__Staphylococcus lugdunensis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lugdunensis,2225,2168,2237,165,2126,425,50,99.80226966292133,99.69431734317342,2363.75762144331,2388.2196954981177,28.350877192982455,gtdb,RS_GCF_001812565.1;RS_GCF_000316075.2;RS_GCF_900474705.1;RS_GCF_000025085.1;RS_GCF_002073395.2;RS_GCF_001836955.1;RS_GCF_001836545.1;RS_GCF_001837045.1;RS_GCF_002104555.1;RS_GCF_001839345.1;RS_GCF_001558815.2;RS_GCF_002096155.1;RS_GCF_900478255.1;RS_GCF_002097035.1;RS_GCF_001837525.1;RS_GCF_001812415.1;RS_GCF_001836895.1;RS_GCF_000649125.1;RS_GCF_001837105.1;RS_GCF_002901705.1;RS_GCF_001809965.1;RS_GCF_000185485.1;RS_GCF_002096975.1;RS_GCF_001546615.1;RS_GCF_001836475.1;RS_GCF_001814565.1;RS_GCF_001810005.1;RS_GCF_001836885.1;RS_GCF_002096115.1;RS_GCF_001838955.1;RS_GCF_001558775.1;RS_GCF_001837145.1;RS_GCF_001813495.1;RS_GCF_002250095.2;RS_GCF_000247225.1;RS_GCF_000649085.1;RS_GCF_002591215.1;RS_GCF_001839265.1;RS_GCF_001812005.1;RS_GCF_001808805.1;RS_GCF_001839145.1;RS_GCF_001839425.1;GB_GCA_002096075.1;RS_GCF_001837155.1;RS_GCF_001813905.1;RS_GCF_002407165.1;RS_GCF_001809105.1;RS_GCF_001836725.1;RS_GCF_001839245.1;RS_GCF_000542395.1
s__Bacillus licheniformis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis,3896,3778,3945,629,3381,1619,50,98.92917864476385,98.13787400741134,4416.354650940849,4468.996604430944,71.66666666666667,gtdb,RS_GCF_001925115.1;RS_GCF_002271725.1;RS_GCF_001901555.1;RS_GCF_001925055.1;RS_GCF_001939525.1;RS_GCF_001876555.1;RS_GCF_000186125.1;RS_GCF_002272335.1;RS_GCF_000477395.1;RS_GCF_900110715.1;RS_GCF_003253815.1;RS_GCF_001587315.1;RS_GCF_002860295.1;RS_GCF_002236895.1;RS_GCF_002272315.1;RS_GCF_001896305.1;RS_GCF_002564325.1;RS_GCF_002272395.1;RS_GCF_002173675.1;RS_GCF_000258125.2;RS_GCF_001896295.1;GB_GCA_000952085.1;RS_GCF_000315975.1;RS_GCF_002504325.1;RS_GCF_002272305.1;RS_GCF_000008425.1;RS_GCF_002933795.1;RS_GCF_000260555.1;RS_GCF_002269275.1;RS_GCF_001587195.1;GB_GCA_002457815.1;RS_GCF_001726125.1;RS_GCF_001876575.1;RS_GCF_002271715.1;RS_GCF_900318095.1;GB_GCA_001831295.2;RS_GCF_001587285.1;RS_GCF_002074095.1;RS_GCF_001876545.1;RS_GCF_900171545.1;RS_GCF_001896025.1;RS_GCF_003024435.1;RS_GCF_002276325.1;RS_GCF_001507775.1;RS_GCF_002966955.1;RS_GCF_002074075.1;RS_GCF_000603985.1;RS_GCF_000011645.1;RS_GCF_002074115.1;RS_GCF_001925025.1
s__Campylobacter_D coli,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli,1498,1424,1515,416,1172,913,50,99.07414419225634,97.81507865168538,1793.108221147043,1787.6308627543028,55.73512747875354,gtdb,RS_GCF_001497135.1;RS_GCF_000167415.1;RS_GCF_001488215.1;RS_GCF_001865475.1;RS_GCF_001223685.1;RS_GCF_001491875.1;RS_GCF_001224645.1;RS_GCF_001493135.1;GB_GCA_001483845.1;RS_GCF_000253815.2;RS_GCF_001496775.1;RS_GCF_000254075.1;RS_GCF_001489655.1;RS_GCF_001419525.1;RS_GCF_001489475.1;RS_GCF_001865495.1;RS_GCF_001417005.1;RS_GCF_001490315.1;RS_GCF_001490835.1;RS_GCF_001498635.1;RS_GCF_001545435.1;RS_GCF_001489955.1;RS_GCF_001493755.1;RS_GCF_001226885.1;RS_GCF_001491955.1;RS_GCF_001442035.1;RS_GCF_001936355.1;RS_GCF_001492255.1;RS_GCF_001491835.1;RS_GCF_001490715.1;RS_GCF_001495315.1;RS_GCF_000314505.1;RS_GCF_000253715.1;RS_GCF_000254035.1;RS_GCF_001489595.1;RS_GCF_001492575.1;RS_GCF_001441955.1;RS_GCF_001291665.1;RS_GCF_000253575.1;RS_GCF_001490495.1;RS_GCF_001292005.1;RS_GCF_001491495.1;RS_GCF_001291705.1;RS_GCF_001408035.1;RS_GCF_001497275.1;RS_GCF_001579505.1;RS_GCF_001717605.1;RS_GCF_001236965.1;RS_GCF_001490095.1;RS_GCF_001292125.1
s__Cronobacter dublinensis,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter dublinensis,3517,3248,3593,518,3049,1705,27,99.60444086395182,99.08149060390438,4153.104170559705,4221.103263929928,137.66666666666666,gtdb,GB_GCA_000319495.1;RS_GCF_000409225.1;RS_GCF_000409345.1;RS_GCF_000409365.1;RS_GCF_001277235.1;RS_GCF_002978555.1;RS_GCF_002978615.1;RS_GCF_002978625.1;RS_GCF_002978655.1;RS_GCF_002978695.1;RS_GCF_002978715.1;RS_GCF_002978755.1;RS_GCF_002978775.1;RS_GCF_002978805.1;RS_GCF_002978815.1;RS_GCF_002978855.1;RS_GCF_002978905.1;RS_GCF_002978955.1;RS_GCF_002978975.1;RS_GCF_002979015.1;RS_GCF_002979035.1;RS_GCF_002979075.1;RS_GCF_002979095.1;RS_GCF_002979115.1;RS_GCF_002979135.1;RS_GCF_002979155.1;RS_GCF_002979175.1
s__Burkholderia thailandensis,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis,4887,4787,4981,459,4483,1974,38,99.19450475482755,99.11538596857719,5576.3435627302315,5713.710098022795,115.55263157894737,gtdb,GB_GCA_002803565.1;RS_GCF_000012365.1;RS_GCF_000152285.1;RS_GCF_000170315.1;RS_GCF_000170395.1;RS_GCF_000179515.1;RS_GCF_000567905.1;RS_GCF_000567925.1;RS_GCF_000567945.1;RS_GCF_000706745.1;RS_GCF_000764595.1;RS_GCF_000765375.1;RS_GCF_000808035.2;RS_GCF_000877335.1;RS_GCF_000959425.1;RS_GCF_000959605.1;RS_GCF_001524325.1;RS_GCF_001524345.1;RS_GCF_001555485.1;RS_GCF_001555555.1;RS_GCF_001718295.1;RS_GCF_001718595.1;RS_GCF_001718615.1;RS_GCF_001718635.1;RS_GCF_002588555.1;RS_GCF_002888205.1;RS_GCF_002888235.1;RS_GCF_002888315.1;RS_GCF_002888335.1;RS_GCF_002888355.1;RS_GCF_002888395.1;RS_GCF_002888425.1;RS_GCF_002891095.1;RS_GCF_002891115.1;RS_GCF_002891155.1;RS_GCF_002891195.1;RS_GCF_003020025.1;RS_GCF_003020185.1
s__Staphylococcus capitis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus capitis,2068,2002,2100,327,1723,1023,50,99.36322243713734,97.99497902097903,2376.8039725857393,2376.0105656533524,79.07692307692308,gtdb,RS_GCF_001073715.1;RS_GCF_001028645.1;RS_GCF_001064095.1;RS_GCF_001066795.1;GB_GCA_003241305.1;RS_GCF_001837405.1;RS_GCF_001471555.2;RS_GCF_001069765.1;RS_GCF_002356175.1;RS_GCF_001201015.1;RS_GCF_003039855.1;RS_GCF_001179785.1;RS_GCF_003041035.1;RS_GCF_001070105.1;RS_GCF_001650395.1;RS_GCF_003040635.1;RS_GCF_001069195.1;RS_GCF_001073605.1;RS_GCF_003041055.1;RS_GCF_001651285.1;RS_GCF_000263775.1;RS_GCF_003039875.1;RS_GCF_001065645.1;RS_GCF_003039895.1;RS_GCF_000692055.1;RS_GCF_001069155.1;RS_GCF_003040615.1;RS_GCF_001065245.1;RS_GCF_001215085.1;RS_GCF_003040535.1;RS_GCF_003040575.1;RS_GCF_900068995.1;RS_GCF_000221525.1;RS_GCF_001060815.1;GB_GCA_001458675.1;RS_GCF_002901925.1;RS_GCF_001220605.1;RS_GCF_001074775.1;RS_GCF_001073915.1;RS_GCF_001808345.1;RS_GCF_001650475.1;RS_GCF_001074935.1;RS_GCF_001813405.1;RS_GCF_001651335.1;RS_GCF_002591175.1;RS_GCF_003040655.1;RS_GCF_000183705.1;RS_GCF_003040555.1;RS_GCF_001063695.1;RS_GCF_000499705.1
s__Burkholderia stagnalis,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia stagnalis,5858,5806,5965,1033,5674,1775,50,99.37710617958346,99.04471925594213,6759.1254373442025,6804.787276076615,99.53030303030303,gtdb,RS_GCF_001534505.1;RS_GCF_001533205.1;RS_GCF_001534305.1;RS_GCF_001527285.1;RS_GCF_001531065.1;RS_GCF_001527305.1;RS_GCF_001527825.1;RS_GCF_001532985.1;RS_GCF_001534385.1;RS_GCF_001534295.1;RS_GCF_001530395.1;RS_GCF_001527665.1;RS_GCF_001527685.1;RS_GCF_001718955.1;RS_GCF_001533115.1;RS_GCF_001533605.1;RS_GCF_001531025.1;RS_GCF_001533985.1;RS_GCF_001529505.1;RS_GCF_001527645.1;RS_GCF_001534015.1;RS_GCF_001532995.1;RS_GCF_001534205.1;RS_GCF_001533705.1;RS_GCF_001530605.1;RS_GCF_001533025.1;RS_GCF_001526815.1;RS_GCF_001533065.1;RS_GCF_001534185.1;RS_GCF_001533885.1;RS_GCF_001533925.1;RS_GCF_001527265.1;RS_GCF_001534515.1;RS_GCF_001527725.1;RS_GCF_001532345.1;RS_GCF_001527545.1;RS_GCF_001533485.1;RS_GCF_001529625.1;RS_GCF_001534225.1;RS_GCF_001523185.1;RS_GCF_001523845.1;RS_GCF_001532905.1;RS_GCF_001533815.1;RS_GCF_001529545.1;RS_GCF_001533235.1;RS_GCF_001533575.1;RS_GCF_001530645.1;RS_GCF_001532925.1;RS_GCF_001533845.1;RS_GCF_001527805.1
s__Fusobacterium polymorphum,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium polymorphum,1662,1386,1757,518,1273,2123,24,99.35156438026475,98.69412578162577,2379.000112343939,2428.072025330494,39.25,gtdb,GB_GCA_001455125.1;GB_GCA_003516445.1;RS_GCF_000153625.3;RS_GCF_000479185.1;RS_GCF_000523555.1;RS_GCF_000524235.1;RS_GCF_000524395.1;RS_GCF_001433955.1;RS_GCF_001457555.1;RS_GCF_001815715.1;RS_GCF_002202115.1;RS_GCF_002204435.1;RS_GCF_002211625.1;RS_GCF_002417615.1;RS_GCF_002591465.1;RS_GCF_002591475.1;RS_GCF_002591505.1;RS_GCF_002591515.1;RS_GCF_002591545.1;RS_GCF_002591555.1;RS_GCF_002591585.1;RS_GCF_002591645.1;RS_GCF_002761915.1;RS_GCF_003226385.1
s__Streptococcus parauberis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parauberis,1641,1555,1665,516,1459,1030,23,99.35359139443077,99.02015937368938,2062.651081270132,2119.2573928182146,19.043478260869566,gtdb,RS_GCF_000187935.1;RS_GCF_000213825.1;RS_GCF_000320985.2;RS_GCF_000342505.1;RS_GCF_000343855.1;RS_GCF_000691825.1;RS_GCF_001601885.1;RS_GCF_001601895.1;RS_GCF_001601925.1;RS_GCF_001601935.1;RS_GCF_001601965.1;RS_GCF_001601975.1;RS_GCF_001601995.1;RS_GCF_001870975.1;RS_GCF_001983285.1;RS_GCF_002382925.1;RS_GCF_002382965.1;RS_GCF_002742075.1;RS_GCF_002770615.1;RS_GCF_002900385.1;RS_GCF_002901045.1;RS_GCF_002901065.1;RS_GCF_002918225.1
s__Vibrio parahaemolyticus,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus,4011,3921,4051,741,3761,1221,50,99.54861480927448,99.30992399897987,4627.17164527901,4648.460606950769,178.30555555555554,gtdb,RS_GCF_002014015.1;RS_GCF_001728205.1;RS_GCF_001023125.1;RS_GCF_001727585.1;RS_GCF_001726965.1;RS_GCF_000491355.1;RS_GCF_001608595.1;RS_GCF_000707865.2;RS_GCF_000489095.1;RS_GCF_001727895.1;RS_GCF_000477475.1;RS_GCF_001726435.1;RS_GCF_000489235.1;RS_GCF_001727345.1;RS_GCF_002220935.1;RS_GCF_001267635.1;RS_GCF_002018645.1;RS_GCF_001895355.1;RS_GCF_000877555.1;RS_GCF_002153945.1;RS_GCF_001267655.1;RS_GCF_000491815.1;RS_GCF_001728135.1;RS_GCF_001728275.1;RS_GCF_000491255.1;RS_GCF_001633825.1;RS_GCF_000489555.1;RS_GCF_000960425.1;RS_GCF_000500365.1;RS_GCF_002238235.1;RS_GCF_001727995.1;RS_GCF_001727885.1;RS_GCF_000707185.2;RS_GCF_001728065.1;RS_GCF_000972035.1;RS_GCF_001267555.1;RS_GCF_000347495.1;RS_GCF_001270285.1;RS_GCF_002880455.1;RS_GCF_001895685.1;RS_GCF_001913785.1;RS_GCF_003076895.1;RS_GCF_000490315.1;RS_GCF_000490775.1;RS_GCF_002198445.1;RS_GCF_002144515.1;RS_GCF_000736325.1;RS_GCF_000182345.1;RS_GCF_001608895.1;RS_GCF_000490395.1
s__Escherichia albertii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia albertii,3519,3308,3602,1070,2846,2560,50,98.92831315714692,98.35410640870617,4472.609240870052,4549.962335685963,102.56862745098039,gtdb,RS_GCF_001514765.1;RS_GCF_001514805.1;RS_GCF_002965635.1;RS_GCF_000155105.1;RS_GCF_002285475.1;RS_GCF_002965725.1;RS_GCF_001514555.1;RS_GCF_002965325.1;RS_GCF_001514745.1;RS_GCF_002965665.1;RS_GCF_002741375.1;RS_GCF_001514685.1;RS_GCF_002895205.1;RS_GCF_001514665.1;RS_GCF_001515065.1;RS_GCF_002965545.1;RS_GCF_002965685.1;RS_GCF_001515005.1;RS_GCF_001514845.1;RS_GCF_001549955.1;RS_GCF_001514645.1;RS_GCF_001514865.1;RS_GCF_001514705.1;RS_GCF_001514985.1;RS_GCF_001514965.1;RS_GCF_000208505.1;RS_GCF_001514925.1;RS_GCF_003027535.1;RS_GCF_001515045.1;RS_GCF_002872455.1;RS_GCF_002285455.1;RS_GCF_001514625.1;RS_GCF_000208425.1;RS_GCF_000759775.1;RS_GCF_002965745.1;RS_GCF_001514885.1;RS_GCF_001514575.1;RS_GCF_001514825.1;RS_GCF_002563295.1;RS_GCF_001514725.1;RS_GCF_001514905.1;RS_GCF_001514595.1;RS_GCF_002109845.1;RS_GCF_001286085.1;RS_GCF_001515025.1;RS_GCF_002965165.1;RS_GCF_002937375.1;RS_GCF_001514945.1;RS_GCF_001514785.1;RS_GCF_002965385.1
s__D2472 sp002358345,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__D2472 sp002358345,1069,1050,1179,364,597,1087,26,93.97711736345974,93.82783882783883,1372.0631484454036,1382.7480197146365,152.76923076923077,gtdb,GB_GCA_001437835.1;GB_GCA_001438425.1;GB_GCA_001438465.1;GB_GCA_001438485.1;GB_GCA_001438495.1;GB_GCA_001438545.1;GB_GCA_001438565.1;GB_GCA_001438585.1;GB_GCA_001439265.1;GB_GCA_001439285.1;GB_GCA_001439395.1;GB_GCA_001439525.1;GB_GCA_002340645.1;GB_GCA_002340965.1;GB_GCA_002346345.1;GB_GCA_002346405.1;GB_GCA_002346805.1;GB_GCA_002346825.1;GB_GCA_002358295.1;GB_GCA_002358335.1;GB_GCA_002358345.1;GB_GCA_002358375.1;GB_GCA_002365495.1;GB_GCA_002384135.1;GB_GCA_002420885.1;GB_GCA_002420945.1
s__Gilliamella apicola,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola,2214,2100,2181,770,1995,1300,21,99.34508108573151,99.2299319727891,2621.674083197406,2701.2752581655404,184.52380952380952,gtdb,RS_GCF_000599985.1;RS_GCF_001690735.1;RS_GCF_002088795.1;RS_GCF_002088815.1;RS_GCF_002088825.1;RS_GCF_002088845.1;RS_GCF_002088855.1;RS_GCF_002088895.1;RS_GCF_002088905.1;RS_GCF_002141515.1;RS_GCF_002141555.1;RS_GCF_002141565.1;RS_GCF_002141655.1;RS_GCF_002141735.1;RS_GCF_002141745.1;RS_GCF_002141755.1;RS_GCF_002142265.1;RS_GCF_002142285.1;RS_GCF_002142345.1;RS_GCF_003201455.1;RS_GCF_003202815.1
s__Bacillus_A toyonensis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A toyonensis,4691,4454,4792,1137,4216,2539,50,99.47852099765511,99.1656551414459,5790.849455132242,5914.596977125366,163.7922077922078,gtdb,RS_GCF_002146975.1;RS_GCF_002571675.1;RS_GCF_000290835.1;RS_GCF_002580895.1;RS_GCF_001275045.2;RS_GCF_002552785.1;RS_GCF_000293745.1;RS_GCF_002589295.1;RS_GCF_002571765.1;RS_GCF_002556155.1;RS_GCF_002580975.1;RS_GCF_002551735.1;RS_GCF_000291115.1;RS_GCF_002556945.1;RS_GCF_002555115.1;RS_GCF_000948245.1;RS_GCF_002570235.1;RS_GCF_002550525.1;RS_GCF_001584025.1;RS_GCF_002556775.1;RS_GCF_002551965.1;RS_GCF_002572245.1;RS_GCF_002580725.1;RS_GCF_002585395.1;RS_GCF_002555915.1;RS_GCF_002569325.1;RS_GCF_000399405.1;RS_GCF_002556675.1;RS_GCF_002146365.1;RS_GCF_002589595.1;RS_GCF_002571555.1;RS_GCF_000161215.1;RS_GCF_002571885.1;RS_GCF_002109455.1;RS_GCF_002569805.1;RS_GCF_002570105.1;RS_GCF_002579305.1;RS_GCF_002556705.1;RS_GCF_000293505.1;RS_GCF_000399445.1;RS_GCF_002581455.1;RS_GCF_002571935.1;RS_GCF_002551725.1;RS_GCF_002569515.1;RS_GCF_002557445.1;RS_GCF_002579775.1;RS_GCF_002581275.1;RS_GCF_002552545.1;RS_GCF_002569745.1;RS_GCF_002571965.1
s__Helicobacter pylori,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori,1259,1052,1273,318,986,812,50,99.66458459094518,99.11377186311788,1510.1966137607149,1540.1366048656519,61.98257080610022,gtdb,RS_GCF_000258845.1;RS_GCF_002533065.1;RS_GCF_000259235.1;RS_GCF_002026485.1;RS_GCF_002026955.1;RS_GCF_000295975.2;RS_GCF_001991095.1;RS_GCF_000274305.1;RS_GCF_000274085.2;RS_GCF_000299835.1;RS_GCF_002832645.1;RS_GCF_000275405.2;RS_GCF_900087965.1;RS_GCF_900088315.1;RS_GCF_000469985.1;RS_GCF_002900175.1;RS_GCF_001976125.1;RS_GCF_000444785.1;RS_GCF_000349465.1;RS_GCF_002533525.1;RS_GCF_000685705.1;RS_GCF_000802545.1;RS_GCF_002026725.1;RS_GCF_002533195.1;RS_GCF_000307835.1;RS_GCF_000444385.1;RS_GCF_003059385.1;RS_GCF_900086675.1;RS_GCF_002832355.1;RS_GCF_000824865.1;RS_GCF_000475695.1;RS_GCF_900478295.1;RS_GCF_002026455.1;RS_GCF_002832595.1;RS_GCF_002906495.1;RS_GCF_003059525.1;RS_GCF_001940035.1;RS_GCF_000688915.1;RS_GCF_000299795.1;RS_GCF_002012655.1;RS_GCF_002533225.1;RS_GCF_002532805.1;RS_GCF_002832615.1;RS_GCF_003059325.1;RS_GCF_003058885.1;RS_GCF_000274425.2;RS_GCF_000274045.2;RS_GCF_900088345.1;RS_GCF_003058635.1;RS_GCF_001189585.1
s__Enterococcus faecalis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis,2204,2117,2233,1057,1962,1732,50,99.5293176043557,98.92367784600849,2886.6118869574407,2931.06314425199,66.77386196769457,gtdb,RS_GCF_000294165.2;RS_GCF_003046945.1;RS_GCF_000968735.2;RS_GCF_002949195.1;RS_GCF_000393595.1;RS_GCF_000391625.1;RS_GCF_000391405.1;GB_GCA_000291565.1;RS_GCF_002944255.1;RS_GCF_002944475.1;RS_GCF_002948315.1;RS_GCF_002141415.1;RS_GCF_000415245.2;RS_GCF_001058065.1;RS_GCF_001052275.1;RS_GCF_000519505.1;RS_GCF_000394355.1;RS_GCF_000478325.1;GB_GCA_002398665.1;RS_GCF_002945775.1;RS_GCF_000147515.1;RS_GCF_000394175.1;GB_GCA_002417225.1;RS_GCF_002947015.1;RS_GCF_001055055.1;RS_GCF_000391005.1;RS_GCF_000788255.1;RS_GCF_000393635.1;RS_GCF_000394235.1;RS_GCF_000390745.1;RS_GCF_002946075.1;RS_GCF_000390545.1;RS_GCF_000519925.1;RS_GCF_003144675.1;RS_GCF_000396125.1;RS_GCF_000396465.1;RS_GCF_000294285.2;RS_GCF_000395305.1;RS_GCF_000396665.1;RS_GCF_000479065.1;RS_GCF_003046865.1;RS_GCF_000390525.1;RS_GCF_002140925.1;RS_GCF_000393135.1;RS_GCF_002945535.1;RS_GCF_002944055.1;RS_GCF_001060035.1;RS_GCF_001813275.1;RS_GCF_000519845.1;RS_GCF_000394515.1
s__Staphylococcus haemolyticus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus,2034,1839,2051,367,1621,1263,50,99.52518780727628,98.52254812398043,2425.886132110014,2449.351949800566,97.2987012987013,gtdb,RS_GCF_001227205.1;RS_GCF_001239565.1;RS_GCF_003043755.1;RS_GCF_000764065.1;RS_GCF_001231145.1;RS_GCF_002952715.2;RS_GCF_000981145.1;RS_GCF_001232645.1;RS_GCF_003043635.1;RS_GCF_001838025.1;RS_GCF_001231885.1;RS_GCF_001232065.1;RS_GCF_001230645.1;RS_GCF_001236145.1;RS_GCF_001237105.1;RS_GCF_001237665.1;RS_GCF_001047775.1;RS_GCF_001529395.1;RS_GCF_001230305.1;GB_GCA_002892325.1;RS_GCF_001226285.1;RS_GCF_001226705.1;RS_GCF_001815345.1;RS_GCF_003042495.1;RS_GCF_001233865.1;RS_GCF_003042675.1;RS_GCF_001228285.1;RS_GCF_003043775.1;RS_GCF_001228325.1;RS_GCF_001237425.1;GB_GCA_000697765.1;RS_GCF_001471515.2;RS_GCF_001235745.1;RS_GCF_001743425.1;RS_GCF_002906615.1;RS_GCF_001237405.1;RS_GCF_001837415.1;RS_GCF_001070475.1;RS_GCF_001922505.1;RS_GCF_001224145.1;RS_GCF_001233565.1;RS_GCF_001235665.1;RS_GCF_001235085.1;RS_GCF_001226105.1;RS_GCF_003043015.1;RS_GCF_001814365.1;RS_GCF_001234545.1;RS_GCF_001228185.1;RS_GCF_001223985.1;RS_GCF_000763705.1
s__Salmonella enterica,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica,3631,3507,3763,894,3328,1979,50,99.50186835582483,99.15649615055605,4528.652606166855,4582.091165762974,85.02741668636256,gtdb,RS_GCF_000027025.1;RS_GCF_001831545.1;RS_GCF_001080925.1;RS_GCF_001247075.1;RS_GCF_002050835.1;RS_GCF_900242685.1;RS_GCF_003120315.1;RS_GCF_003000295.1;RS_GCF_002313085.1;RS_GCF_001614065.1;RS_GCF_001218605.1;RS_GCF_000985615.1;RS_GCF_001409995.1;RS_GCF_001163985.1;RS_GCF_002035925.1;RS_GCF_001409715.1;RS_GCF_000389335.1;RS_GCF_001922165.1;RS_GCF_002810205.1;RS_GCF_900242225.1;RS_GCF_001481335.1;RS_GCF_003072725.1;RS_GCF_001121185.1;RS_GCF_900003215.1;RS_GCF_001220705.1;RS_GCF_002038285.1;RS_GCF_003072885.1;RS_GCF_002741905.1;RS_GCF_002054255.1;RS_GCF_000414765.2;RS_GCF_000974085.1;RS_GCF_002809175.1;RS_GCF_002033885.1;RS_GCF_002018325.1;RS_GCF_001997835.1;GB_GCA_000336095.1;RS_GCF_000806605.1;RS_GCF_003200725.1;RS_GCF_001356015.1;RS_GCF_001542135.1;RS_GCF_002065535.1;RS_GCF_001219685.1;RS_GCF_003068545.1;RS_GCF_001576255.1;RS_GCF_001409875.1;RS_GCF_001123485.1;RS_GCF_001244375.1;RS_GCF_001130285.1;RS_GCF_001356055.1;RS_GCF_001587845.1
